trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
736,False,"{'a': 0.5, 'e': 0.10062573338693172}",30,16,2.5628127339209437,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
737,False,"{'a': 0.5, 'e': 0.0986356847625424}",35,27,14.287872580248926,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.5, 'e': 0.09664524159554555}",20,8,22.250591477667673,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.5, 'e': 0.09465441184771117}",30,20,-7.579663872817418,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
740,False,"{'a': 0.5, 'e': 0.09266320348235561}",30,15,15.81166053444836,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.5, 'e': 0.09067162446430967}",25,18,13.42715481861995,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.5, 'e': 0.08867968275988676}",30,19,-9.469858176755572,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
743,False,"{'a': 0.5, 'e': 0.08668738633685107}",20,12,-6.090201422118365,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
744,False,"{'a': 0.5, 'e': 0.08469474316438559}",30,19,21.479398746963856,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.5, 'e': 0.0827017612130604}",35,21,30.20562038295364,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.5, 'e': 0.08070844845480062}",20,13,12.93741103677888,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.5, 'e': 0.07871481286285463}",20,9,19.772013823182764,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.5, 'e': 0.07672086241176214}",25,12,-15.00258976437898,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
749,False,"{'a': 0.5, 'e': 0.0747266050773223}",35,26,20.503197131224393,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.5, 'e': 0.07273204883656179}",25,10,27.82628166448933,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.5, 'e': 0.0707372016677029}",30,16,28.13754283240732,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.5, 'e': 0.06874207155013166}",30,18,25.31122454569858,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.5, 'e': 0.06674666646436589}",25,16,-3.8157417622578977,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
754,False,"{'a': 0.5, 'e': 0.06475099439202324}",20,6,-23.325565096485054,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
755,False,"{'a': 0.5, 'e': 0.06275506331578937}",20,6,-13.56492417801335,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
756,False,"{'a': 0.5, 'e': 0.0607588812193859}",25,12,14.857577857991718,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
757,False,"{'a': 0.5, 'e': 0.058762456087538564}",20,14,11.33259364803533,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.5, 'e': 0.05676579590594523}",30,16,26.66214164694762,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.5, 'e': 0.05476890866124396}",20,8,21.826030330260192,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.5, 'e': 0.05277180234098107}",20,14,10.80399093720169,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.5, 'e': 0.05077448493357918}",30,0,40.52028218801102,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
762,False,"{'a': 0.5, 'e': 0.04877696442830525}",20,12,12.960468391287229,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.5, 'e': 0.04677924881523865}",35,25,17.365626389026428,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.5, 'e': 0.044781346085239156}",30,16,-13.368612603522276,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
765,False,"{'a': 0.5, 'e': 0.04278326422991503}",20,12,13.916363402198105,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.5, 'e': 0.040785011241591035}",30,22,16.324106099825304,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.5, 'e': 0.038786595113276444}",20,14,12.273761992638805,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.5, 'e': 0.036788023838633124}",20,14,13.99504318308652,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.5, 'e': 0.03478930541194349}",25,4,31.084186581317415,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.5, 'e': 0.032790447828078606}",20,16,7.532733336527551,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.5, 'e': 0.030791459082466124}",25,13,20.796242233256812,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.5, 'e': 0.028792347171058368}",30,22,14.746263507027422,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.5, 'e': 0.026793120090300316}",20,15,9.637177728676935,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.5, 'e': 0.02479378583709763}",30,21,16.94703159189058,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.5, 'e': 0.022794352408784652}",20,12,14.738386730048612,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.5, 'e': 0.02079482780309243}",20,8,22.848148073504497,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.5, 'e': 0.018795220018116725}",20,15,8.738841338263821,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.5, 'e': 0.016795537052286005}",30,14,23.069347678909832,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.5, 'e': 0.01479578690432947}",25,2,34.070350809969085,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.5, 'e': 0.012795977573245047}",25,20,9.780985958227824,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.5, 'e': 0.010796117058267392}",20,11,16.892168866276922,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.5, 'e': 0.0087962133588359}",20,15,8.309816583451635,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,16,15.42094386502203,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,17,12.452474476591247,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,7,30.032858420582834,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,14,12.151695589030894,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,17,16.520360950761372,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,3,27.20412525303267,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",35,22,25.06505260565633,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,10,17.292613756519245,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,8,23.679975375207583,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,5,29.611335368514638,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
